fact_id,scenario_id,topic,component,grain,time_label,metric,value,unit,category,aggregation,data_flag
LQH-F-00305,DEMO-LQH-04-002,资产管理,低效资产区域,固定,固定展示值,组团E,31,台,区域=组团E,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00306,DEMO-LQH-04-002,资产管理,低效资产区域,固定,固定展示值,组团F,26,台,区域=组团F,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00307,DEMO-LQH-04-002,资产管理,低效资产区域,固定,固定展示值,组团G,20,台,区域=组团G,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00308,DEMO-LQH-04-002,资产管理,低效资产区域,固定,固定展示值,组团B,12,台,区域=组团B,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00309,DEMO-LQH-04-003,资产管理,资产盘点在线率,固定,固定展示值,盘点在线率,98.2,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00403,DEMO-LQH-04-006,资产管理,实存资产统计,固定,固定展示值,实存资产,37928,台,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00404,DEMO-LQH-04-007,资产管理,盘亏资产统计,固定,固定展示值,盘亏资产,695,台,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00436,DEMO-LQH-05-003,设施管理,设施设备状态,固定,固定展示值,可用度,98,%,设备类型=水冷机组,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00437,DEMO-LQH-05-003,设施管理,设施设备状态,固定,固定展示值,可用度,95,%,设备类型=空调,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00438,DEMO-LQH-05-003,设施管理,设施设备状态,固定,固定展示值,可用度,97,%,设备类型=电梯,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00439,DEMO-LQH-05-003,设施管理,设施设备状态,固定,固定展示值,可用度,96,%,设备类型=其他,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00440,DEMO-LQH-05-004,设施管理,设施设备状态,固定,固定展示值,设备数量,14615,台,设备类别=实验仪器,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00441,DEMO-LQH-05-004,设施管理,设施设备状态,固定,固定展示值,设备数量,11965,台,设备类别=IT及计算机,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00442,DEMO-LQH-05-004,设施管理,设施设备状态,固定,固定展示值,设备数量,6755,台,设备类别=办公设备,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00443,DEMO-LQH-05-004,设施管理,设施设备状态,固定,固定展示值,设备数量,5288,台,设备类别=其他配套,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00475,DEMO-LQH-05-006,设施管理,设施运行,固定,固定展示值,待处理,13,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00476,DEMO-LQH-05-007,设施管理,设施运行,固定,固定展示值,空调系统,92,件,类别=空调系统,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00477,DEMO-LQH-05-007,设施管理,设施运行,固定,固定展示值,给排水系统,98,件,类别=给排水系统,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00478,DEMO-LQH-05-007,设施管理,设施运行,固定,固定展示值,电梯系统,95,件,类别=电梯系统,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00479,DEMO-LQH-05-007,设施管理,设施运行,固定,固定展示值,消防系统,99,件,类别=消防系统,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00480,DEMO-LQH-05-007,设施管理,设施运行,固定,固定展示值,安防系统,97,件,类别=安防系统,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00481,DEMO-LQH-05-007,设施管理,设施运行,固定,固定展示值,供配电系统,98,件,类别=供配电系统,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00482,DEMO-LQH-05-008,设施管理,设施运行,固定,固定展示值,已完成,91,个,类别名称=已完成,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00483,DEMO-LQH-05-008,设施管理,设施运行,固定,固定展示值,处理中,90,个,类别名称=处理中,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00484,DEMO-LQH-05-008,设施管理,设施运行,固定,固定展示值,待处理,26,个,类别名称=待处理,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00485,DEMO-LQH-05-009,设施管理,设施运行,固定,固定展示值,处理中,61,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00486,DEMO-LQH-05-010,设施管理,设施运行,固定,固定展示值,空调系统,92,个,类别=空调系统,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00487,DEMO-LQH-05-010,设施管理,设施运行,固定,固定展示值,给排水设备,98,个,类别=给排水设备,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00488,DEMO-LQH-05-010,设施管理,设施运行,固定,固定展示值,电梯系统,95,个,类别=电梯系统,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00489,DEMO-LQH-05-010,设施管理,设施运行,固定,固定展示值,消防设备,99,个,类别=消防设备,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00490,DEMO-LQH-05-010,设施管理,设施运行,固定,固定展示值,安防设备,97,个,类别=安防设备,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00491,DEMO-LQH-05-010,设施管理,设施运行,固定,固定展示值,供配电系统,98,个,类别=供配电系统,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00523,DEMO-LQH-05-012,设施管理,设施运行,固定,固定展示值,已完成,197,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00524,DEMO-LQH-07-001,办公会议,会议环境,固定,固定展示值,灯光 已开启,1259,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00525,DEMO-LQH-07-002,办公会议,会议室类型统计,固定,固定展示值,大型（大于20人）,82,间,类别=大型（大于20人）,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00526,DEMO-LQH-07-002,办公会议,会议室类型统计,固定,固定展示值,中型（10-20人）,1310,间,类别=中型（10-20人）,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00527,DEMO-LQH-07-002,办公会议,会议室类型统计,固定,固定展示值,小型（小于10人）,246,间,类别=小型（小于10人）,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00528,DEMO-LQH-07-003,办公会议,会议设备类型统计,固定,固定展示值,视频终端,4,间,类别=视频终端,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00529,DEMO-LQH-07-003,办公会议,会议设备类型统计,固定,固定展示值,会议大屏,22,间,类别=会议大屏,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00530,DEMO-LQH-07-003,办公会议,会议设备类型统计,固定,固定展示值,音频外设,5,间,类别=音频外设,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00531,DEMO-LQH-07-003,办公会议,会议设备类型统计,固定,固定展示值,网络通信,18,间,类别=网络通信,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00532,DEMO-LQH-07-003,办公会议,会议设备类型统计,固定,固定展示值,智能中控,14,间,类别=智能中控,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00533,DEMO-LQH-07-004,办公会议,会议环境,固定,固定展示值,湿度,50,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00534,DEMO-LQH-07-005,办公会议,会议设备告警统计,固定,固定展示值,设备异常,15,间,类别=设备异常,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00535,DEMO-LQH-07-005,办公会议,会议设备告警统计,固定,固定展示值,环境越限,8,间,类别=环境越限,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00536,DEMO-LQH-07-005,办公会议,会议设备告警统计,固定,固定展示值,违规占用,22,间,类别=违规占用,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00537,DEMO-LQH-07-005,办公会议,会议设备告警统计,固定,固定展示值,网络质量,11,间,类别=网络质量,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00538,DEMO-LQH-07-005,办公会议,会议设备告警统计,固定,固定展示值,偷拍摄像,1,间,类别=偷拍摄像,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00539,DEMO-LQH-07-006,办公会议,会议环境,固定,固定展示值,温度,25,℃,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00540,DEMO-LQH-07-007,办公会议,会议环境,固定,固定展示值,噪音 良好,50,dB,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00541,DEMO-LQH-07-008,办公会议,会议环境,固定,固定展示值,灯光 已关闭,584,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00542,DEMO-LQH-07-009,办公会议,会议设备状态,固定,固定展示值,已使用,1120,个,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00543,DEMO-LQH-07-009,办公会议,会议设备状态,固定,固定展示值,总数量,1638,间,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00544,DEMO-LQH-07-009,办公会议,会议设备状态,固定,固定展示值,使用率,62,%,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00545,DEMO-LQH-07-010,办公会议,会议设备在线率,固定,固定展示值,视频终端在线率,99.8,间,类别=视频终端在线率,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00546,DEMO-LQH-07-010,办公会议,会议设备在线率,固定,固定展示值,会议大屏在线率,99.8,间,类别=会议大屏在线率,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00547,DEMO-LQH-07-010,办公会议,会议设备在线率,固定,固定展示值,外设在线率,96.5,间,类别=外设在线率,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00548,DEMO-LQH-07-010,办公会议,会议设备在线率,固定,固定展示值,网络质量,99.8,间,类别=网络质量,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00549,DEMO-LQH-07-010,办公会议,会议设备在线率,固定,固定展示值,准时启动率,89.5,间,类别=准时启动率,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00550,DEMO-LQH-07-010,办公会议,会议设备在线率,固定,固定展示值,准时释放率,82.6,间,类别=准时释放率,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00551,DEMO-LQH-07-011,办公会议,会议室使用率排行,固定,固定展示值,组团D,94,间,区域=组团D,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00552,DEMO-LQH-07-011,办公会议,会议室使用率排行,固定,固定展示值,组团E,88,间,区域=组团E,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00553,DEMO-LQH-07-011,办公会议,会议室使用率排行,固定,固定展示值,组团F,76,间,区域=组团F,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00554,DEMO-LQH-07-011,办公会议,会议室使用率排行,固定,固定展示值,组团C,65,间,区域=组团C,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00555,DEMO-LQH-07-011,办公会议,会议室使用率排行,固定,固定展示值,组团B,52,间,区域=组团B,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00556,DEMO-LQH-07-012,办公会议,会议环境,固定,固定展示值,PM2.5,30,μg/m³,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00557,DEMO-LQH-07-013,办公会议,会议室使用,固定,固定展示值,D6-1-13R,11.6,间,会议室=D6-1-13R,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00558,DEMO-LQH-07-013,办公会议,会议室使用,固定,固定展示值,E2-3-02R,11.5,间,会议室=E2-3-02R,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00559,DEMO-LQH-07-013,办公会议,会议室使用,固定,固定展示值,F1-9-32R,11.1,间,会议室=F1-9-32R,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00560,DEMO-LQH-07-013,办公会议,会议室使用,固定,固定展示值,C4-4-01R,10.9,间,会议室=C4-4-01R,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00561,DEMO-LQH-07-013,办公会议,会议室使用,固定,固定展示值,B3-5-08R,10.8,间,会议室=B3-5-08R,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00562,DEMO-LQH-07-014,办公会议,会议时长分布,固定,固定展示值,1小时内,59,间,类别=1小时内,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00563,DEMO-LQH-07-014,办公会议,会议时长分布,固定,固定展示值,1-2小时,32,间,类别=1-2小时,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00564,DEMO-LQH-07-014,办公会议,会议时长分布,固定,固定展示值,2-4小时,12,间,类别=2-4小时,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00565,DEMO-LQH-07-014,办公会议,会议时长分布,固定,固定展示值,4-6小时,3,间,类别=4-6小时,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00566,DEMO-LQH-07-014,办公会议,会议时长分布,固定,固定展示值,6-8小时,1,间,类别=6-8小时,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00567,DEMO-LQH-07-014,办公会议,会议时长分布,固定,固定展示值,8小时以上,1,间,类别=8小时以上,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00568,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,已完成、设备1,17,台,告警状态=已完成；设备类似=设备1,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00569,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,处理中、设备1,4,台,告警状态=处理中；设备类似=设备1,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00570,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,待处理、设备1,2,台,告警状态=待处理；设备类似=设备1,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00571,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,已完成、设备2,14,台,告警状态=已完成；设备类似=设备2,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00572,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,处理中、设备2,10,台,告警状态=处理中；设备类似=设备2,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00573,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,待处理、设备2,4,台,告警状态=待处理；设备类似=设备2,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00574,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,已完成、设备3,15,台,告警状态=已完成；设备类似=设备3,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00575,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,处理中、设备3,6,台,告警状态=处理中；设备类似=设备3,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00576,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,待处理、设备3,3,台,告警状态=待处理；设备类似=设备3,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00577,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,已完成、设备4,17,台,告警状态=已完成；设备类似=设备4,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00578,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,处理中、设备4,8,台,告警状态=处理中；设备类似=设备4,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00579,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,待处理、设备4,1,台,告警状态=待处理；设备类似=设备4,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00580,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,已完成、设备5,18,台,告警状态=已完成；设备类似=设备5,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00581,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,处理中、设备5,4,台,告警状态=处理中；设备类似=设备5,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00582,DEMO-LQH-08-001,网络体验,网络告警,固定,固定展示值,待处理、设备5,3,台,告警状态=待处理；设备类似=设备5,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00583,DEMO-LQH-08-002,网络体验,网络设备与终端,固定,固定展示值,AirEngine 5700系列,11156,台,设备类型=AirEngine 5700系列,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00584,DEMO-LQH-08-002,网络体验,网络设备与终端,固定,固定展示值,AirEngine 6700系列,1235,台,设备类型=AirEngine 6700系列,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00585,DEMO-LQH-08-002,网络体验,网络设备与终端,固定,固定展示值,S5700系列交换机,1436,台,设备类型=S5700系列交换机,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00586,DEMO-LQH-08-002,网络体验,网络设备与终端,固定,固定展示值,S8700系列交换机,204,台,设备类型=S8700系列交换机,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00587,DEMO-LQH-08-003,网络体验,网络健康,固定,固定展示值,网络协议健康度,100,%,健康维度=网络协议,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00588,DEMO-LQH-08-003,网络体验,网络健康,固定,固定展示值,设备环境健康度,96.03,%,健康维度=设备环境,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00589,DEMO-LQH-08-003,网络体验,网络健康,固定,固定展示值,设备容量健康度,100,%,健康维度=设备容量,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00590,DEMO-LQH-08-003,网络体验,网络健康,固定,固定展示值,网络性能健康度,100,%,健康维度=网络性能,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00591,DEMO-LQH-08-003,网络体验,网络健康,固定,固定展示值,网络状态健康度,100,%,健康维度=网络状态,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00592,DEMO-LQH-08-005,网络体验,网络设备与终端,固定,固定展示值,台式机,5620,台,类别=台式机,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00593,DEMO-LQH-08-005,网络体验,网络设备与终端,固定,固定展示值,笔记本,21840,台,类别=笔记本,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00594,DEMO-LQH-08-005,网络体验,网络设备与终端,固定,固定展示值,手机,34250,台,类别=手机,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00595,DEMO-LQH-08-005,网络体验,网络设备与终端,固定,固定展示值,会议终端,1850,台,类别=会议终端,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00596,DEMO-LQH-08-005,网络体验,网络设备与终端,固定,固定展示值,其它,3420,台,类别=其它,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00597,DEMO-LQH-08-006,网络体验,网络设备与终端,固定,固定展示值,1小时内,2350,台,类别=1小时内,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00598,DEMO-LQH-08-006,网络体验,网络设备与终端,固定,固定展示值,1-2小时,4120,台,类别=1-2小时,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00599,DEMO-LQH-08-006,网络体验,网络设备与终端,固定,固定展示值,2-4小时,10580,台,类别=2-4小时,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00600,DEMO-LQH-08-006,网络体验,网络设备与终端,固定,固定展示值,4-6小时,6340,台,类别=4-6小时,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00601,DEMO-LQH-08-006,网络体验,网络设备与终端,固定,固定展示值,6-8小时,2150,台,类别=6-8小时,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00602,DEMO-LQH-08-006,网络体验,网络设备与终端,固定,固定展示值,8小时以上,560,台,类别=8小时以上,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00603,DEMO-LQH-08-007,网络体验,网络设备与终端,固定,固定展示值,终端数量,1156,台,终端类型=笔记本电脑,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00604,DEMO-LQH-08-007,网络体验,网络设备与终端,固定,固定展示值,终端数量,543,台,终端类型=台式电脑,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00605,DEMO-LQH-08-007,网络体验,网络设备与终端,固定,固定展示值,终端数量,1865,台,终端类型=移动终端,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00606,DEMO-LQH-08-007,网络体验,网络设备与终端,固定,固定展示值,终端数量,368,台,终端类型=安防设备,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00607,DEMO-LQH-08-007,网络体验,网络设备与终端,固定,固定展示值,终端数量,602,台,终端类型=其他,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00608,DEMO-LQH-08-008,网络体验,网络设备与终端,固定,固定展示值,组团A,85,台,类别=组团A,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00609,DEMO-LQH-08-008,网络体验,网络设备与终端,固定,固定展示值,组团B,80,台,类别=组团B,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00610,DEMO-LQH-08-008,网络体验,网络设备与终端,固定,固定展示值,组团C,78,台,类别=组团C,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00611,DEMO-LQH-08-008,网络体验,网络设备与终端,固定,固定展示值,组团D,45,台,类别=组团D,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00612,DEMO-LQH-08-008,网络体验,网络设备与终端,固定,固定展示值,组团E,23,台,类别=组团E,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00613,DEMO-LQH-08-009,网络体验,网络设备与终端,固定,固定展示值,严重,29,台,类别=严重,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00614,DEMO-LQH-08-009,网络体验,网络设备与终端,固定,固定展示值,重要,88,台,类别=重要,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00615,DEMO-LQH-08-009,网络体验,网络设备与终端,固定,固定展示值,次要,22,台,类别=次要,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00616,DEMO-LQH-08-009,网络体验,网络设备与终端,固定,固定展示值,提示,21,台,类别=提示,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00617,DEMO-LQH-06-001,能源管理,光伏运行,固定,固定展示值,发电量,394.2,GWh,区域=区域1,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00618,DEMO-LQH-06-001,能源管理,光伏运行,固定,固定展示值,发电量,175.2,GWh,区域=区域2,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00619,DEMO-LQH-06-001,能源管理,光伏运行,固定,固定展示值,发电量,306.6,GWh,区域=区域3,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00640,DEMO-LQH-06-005,能源管理,光伏运行,固定,固定展示值,CO2减排量,8733,吨,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00641,DEMO-LQH-06-006,能源管理,光伏运行,固定,固定展示值,光伏总容量,6.82,MWp,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00642,DEMO-LQH-06-007,能源管理,光伏运行,固定,固定展示值,节约标准煤,3504,吨,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00643,DEMO-LQH-06-008,能源管理,光伏运行,固定,固定展示值,优化器,477,台,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00644,DEMO-LQH-06-008,能源管理,光伏运行,固定,固定展示值,汇流箱,45,台,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00645,DEMO-LQH-06-008,能源管理,光伏运行,固定,固定展示值,逆变器,58,台,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00646,DEMO-LQH-06-008,能源管理,光伏运行,固定,固定展示值,设备总数,586,台,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00647,DEMO-LQH-06-008,能源管理,光伏运行,固定,固定展示值,通信模块,6,台,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00657,DEMO-LQH-06-010,能源管理,光伏运行,固定,固定展示值,等效植树量,4852,棵,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00658,DEMO-LQH-06-012,能源管理,充电桩运行,固定,固定展示值,超充数量,102,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00659,DEMO-LQH-06-012,能源管理,充电桩运行,固定,固定展示值,慢充数量,922,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00660,DEMO-LQH-06-012,能源管理,充电桩运行,固定,固定展示值,充电桩总数,1024,台,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00661,DEMO-LQH-06-013,能源管理,能源运行,固定,固定展示值,提示告警,1,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00662,DEMO-LQH-06-013,能源管理,能源运行,固定,固定展示值,次要告警,0,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00663,DEMO-LQH-06-013,能源管理,能源运行,固定,固定展示值,紧急告警,1,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
LQH-F-00664,DEMO-LQH-06-013,能源管理,能源运行,固定,固定展示值,重要告警,6,件,固定指标,当期,SYNTHETIC_DEMO_DO_NOT_USE_AS_FACT
